id,name,city_id,pincode,latitude,longitude,phone_no,status,user_id,default_image_file_name,default_image_content_type,default_image_file_size,default_image_updated_at,address,areahop_id,neighborhood,state,website,business_email
5502,"Cafe Mangii",1,560001,12.976594,77.599271,,1,0,NULL,NULL,NULL,NULL,"3rd Floor, Orion Mall, Dr. Rajkumar Road",702a156c-b700b00e-65a9d5-1460016828,Malleswaram,Karnataka,NULL,NULL
5503,"California Pizza Kitchen",1,560008,12.981994,77.625613,,1,0,NULL,NULL,NULL,NULL,"284, Ground Floor, 100 Feet Road",58d359e1-5107c058-690325-1460052975,Indiranagar,Karnataka,NULL,NULL
5504,"California Pizza Kitchen",1,560048,12.985359,77.708126,,1,0,NULL,NULL,NULL,NULL,"1st Floor, Phoenix Market City Mall",7754049f-1701feb9-e67c81-1460052975,Whitefield,Karnataka,NULL,NULL
5505,"California Pizza Kitchen",1,560095,12.933141,77.614867,,1,0,NULL,NULL,NULL,NULL,"105, 1st Main, Jyothi Nivas College Road, 5th Block",3b755703-2c96d3a5-12fab6-1460052975,Koramangala,NULL,NULL,NULL
5506,Ebony,1,560001,12.976594,77.599271,,1,0,NULL,NULL,NULL,NULL,"84 M.G.Road, Barton Center, 13th Floor",f08cee15-f5fcb81a-5e5376-1460052975,"MG Road",Karnataka,NULL,NULL
5507,"Cafe Mezzuna",1,560001,12.976594,77.599271,,1,0,NULL,NULL,NULL,NULL,"15/16, Ground Floor, House of Lords",bd764986-28333996-f9cf58-1460052975,"St Marks Road",Karnataka,www.speciality.co.in,NULL
5508,"Golkonda Chimney",1,560037,12.956044,77.713976,,1,0,NULL,NULL,NULL,NULL,"42/2, Varthur Main Road,",e99ff1f3-6bdeb248-5fc8c0-1460052976,Marathahalli,Karnataka,golkondachimney.co/,NULL
5509,"The Fisherman's Wharf",1,560102,12.907288,77.663606,,1,0,NULL,NULL,NULL,NULL,"26, Ambalipura Village, Haralur Road",809532c8-ef21b9b4-6988b1-1460052976,"Sarjapur Road",Karnataka,thefishermanswharf.in/,NULL
5510,"Taaza Thindi",1,560041,12.925940,77.583042,,1,0,NULL,NULL,NULL,NULL,"1004, 26th Main, 4th Block",5852ad3a-de14484f-d07b85-1460052976,Jayanagar,Karnataka,,
5511,Chianti,1,560095,12.936915,77.640726,,1,0,NULL,NULL,NULL,NULL,"12, 17th Main, 1st Cross Road",98fa7d4d-01d3d350-1e1cc0-1460052976,Koramangala,Karnataka,NULL,NULL
5512,Chianti,1,560008,12.967305,77.643309,,1,0,NULL,NULL,NULL,NULL,"960, 12th Main, HAL 2nd Stage",ee53009d-6b792d1f-b9dc6d-1460052976,Indiranagar,Karnataka,NULL,NULL
5513,Chianti,1,560001,12.976594,77.599271,,1,0,NULL,NULL,NULL,NULL,"8, Pappanna Street",a42c952f-8f3d6144-46e0cd-1460052976,"St Marks Road",Karnataka,NULL,NULL
5514,"Cafe Thulp",1,560038,12.978346,77.640787,,1,0,NULL,NULL,NULL,NULL,"39, 12th Main Junction, HAL 3rd Stage",064d3494-a8fc5b1f-60398f-1460052977,Indiranagar,Karnataka,NULL,NULL
5515,"Cafe Thulp",1,560034,12.926513,77.636155,,1,0,NULL,NULL,NULL,NULL,"998, 1st Main, 1st Block",d2451cbc-1601b5a0-db8802-1460052977,Koramangala,Karnataka,NULL,NULL
5516,"Cafe Thulp",1,560084,13.017383,77.633547,,1,0,NULL,NULL,NULL,NULL,"21, 2nd Cross, CPR Layout, Kammanahalli Road",8dd3f07d-2523023a-89d2ce-1460052977,Kammanahalli,Karnataka,NULL,NULL
5517,"Cafe Thulp",1,560008,12.991276,77.619465,,1,0,NULL,NULL,NULL,NULL,"5/1, Skywalk, Near Body Craft, Assaye Road",0212dcb7-b972ecd9-edeb61-1460052977,Ulsoor,Karnataka,NULL,NULL
5518,LOFT38,1,560038,12.969360,77.641273,,1,0,NULL,NULL,NULL,NULL,"763, 100 Feet Road",f6c8e152-3e02afce-9b5565-1460052977,Indiranagar,Karnataka,NULL,NULL
5519,"Moriz Restaurant",1,560066,12.962935,77.712299,,1,0,NULL,NULL,NULL,NULL,"614, C Block, AECS Layout",0cc52675-719e8f5b-480323-1460052977,Brookefield,Karnataka,NULL,NULL
5520,"Moriz Restaurant",1,560100,12.843346,77.648184,,1,0,NULL,NULL,NULL,NULL,"1, Ajmera Avenue, Neeladri, Phase 1",d4d7b39e-1622e2d6-afa018-1460052977,"Electronic City",Karnataka,NULL,NULL
5521,"Moriz Restaurant",1,560008,12.986439,77.619726,,1,0,NULL,NULL,NULL,NULL,"38/5, Meanee Avenue, Tank Road",e80f2531-1aeff1da-9e6442-1460052977,Ulsoor,Karnataka,NULL,NULL
5522,"Murphy's Brewhouse - The Paul Bangalore",1,560071,12.953296,77.640812,,1,0,NULL,NULL,NULL,NULL,"The Paul Bangalore, 139/28, Opposite Embassy Golf Links",088adaed-88b97052-29bc64-1460052978,Domlur,Karnataka,NULL,NULL
5523,"Mr. Singh Da Dhaba ",1,560078,12.898773,77.576409,"+91 9986012853",1,0,NULL,NULL,NULL,NULL,"Kumaraswamy Layout, Teachers Colony ",NULL,"Kumaraswamy Layout",NULL,,
5524,Mezzeh,1,560027,12.991316,77.554520,,1,0,NULL,NULL,NULL,NULL,"32, 80ft Road, 12th Main",4ed01a46-03dde4f6-4fbd11-1460114940,Indiranagar,Karnataka,,
5525,"Art of Delight",1,560001,12.974437,77.609349,"080 4091 3229",1,0,NULL,NULL,NULL,NULL,"44/1, Residency Road, Shanthala Nagar",6f268c1a-1d530a04-51d0e9-1460114941,"Ashok Nagar",Karnataka,,
5526,"The Fat Chef",1,560066,12.956065,77.729895,"080 4099 2981",1,0,NULL,NULL,NULL,NULL,"Jagriti, Varthur Main Road",765ba246-fa21939c-cac1a4-1460114941,Whitefield,Karnataka,www.thefatchef.co.in,NULL
5527,Byblos,1,560038,12.978346,77.640787,"080 2521 4131",1,0,NULL,NULL,NULL,NULL,"842/A, 100 ft Road, 1st Stage",0cdb29f6-26f65697-8e21e5-1460114941,Indiranagar,Karnataka,www.byblosrestaurant.in,info@byblosrestaurant.in
5528,Aubree,1,560003,13.003515,77.578427,"+91 9611117777",1,0,NULL,NULL,NULL,NULL,"41/1, 2nd Main Road",dd926470-99d46903-d79d6c-1460114941,Vyalikaval,Karnataka,www.aubree.in,eatplaylove@aubree.in
5530,BelgYum,1,560048,12.985359,77.708126,"080 49653058",1,0,NULL,NULL,NULL,NULL,"B-42, Pheonix Market City Mall",74ef8c0a-5f64583d-8275e8-1460114942,Whitefield,Karnataka,www.belgyum.in,info.belgyum@gmail.com
5531,"Holy Flames",1,560037,12.955827,77.715286,"+91 9019025555",1,0,NULL,NULL,NULL,NULL,"32/30, Varthur Road, Silver Springs Layout",f7406d34-fcd2ff1d-8c3eae-1460114942,Marathahalli,Karnataka,www.holyflames.in,NULL
5532,Hoppipola,1,560008,12.967208,77.641480,"080 2521 7070",1,0,NULL,NULL,NULL,NULL,"100 Feet Road, HAL 2nd Stage",8e7e939c-46fc013a-bccf06-1460114942,Indiranagar,Karnataka,www.speciality.co.in/hoppipola/bangalore.html,
5533,Hoppipola,1,560001,12.975399,77.602986,"080 25597712",1,0,NULL,NULL,NULL,NULL,"3rd Floor, 14, Church Street",f00d237e-83e75dd5-c5d3ca-1460114942,"Central Bangalore",Karnataka,www.speciality.co.in/hoppipola/bangalore.html,
5534,Hunan,1,560095,13.108696,77.575912,"080 25520154",1,0,NULL,NULL,NULL,NULL,"123, 1st Floor, 1st Main, JNC Road, KHB Colony, 5th Block",0dc1201a-66df6953-20505b-1460114942,Koramangala,Karnataka,www.hunan.co.in,info@hunan.co.in
5535,Hunan,1,560094,13.035124,77.567664,"080 23413337",1,0,NULL,NULL,NULL,NULL,"10, Samruddi, 1st Main, New BEL Road",a828e9ef-0fa97828-9ad229-1460114943,"New BEL Road",Karnataka,www.hunan.co.in,info@hunan.co.in
5536,Zaitoon,1,560008,12.959946,77.647443,"080 41671777",1,0,NULL,NULL,NULL,NULL,"138, Maruthi Towers, HAL Airport Road",2e9c6a18-f3b5b470-9528a9-1460114943,Kodihalli,Karnataka,www.zaitoongroup.in,NULL
5537,"Royal Andhra Spice",1,560098,12.907805,77.519663,,1,0,NULL,NULL,NULL,NULL,"60 Feet Road, BEML Layout",8f029a2d-6096bffc-0c39a7-1460114943,"Rajarajeshwari Nagar",Karnataka,NULL,NULL
5538,"My Cousin's Place",1,560100,12.847982,77.657969,,1,0,NULL,NULL,NULL,NULL,"59/2, Velankani Drive, Phase 1",0a5419ad-5dabc1af-66c66a-1460114943,"Electronic City",Karnataka,NULL,NULL
5539,"Hotel Fanoos",1,560025,12.957663,77.605960,"+91 9886399614",1,0,NULL,NULL,NULL,NULL,"17, Hosur Road",2b376e1d-1d488b15-8d7db6-1460114943,"Richmond Town",Karnataka,NULL,NULL
5540,Subz,1,560011,12.933674,77.589965,,1,0,NULL,NULL,NULL,NULL,"Cosmopoliton Club, 22nd Cross, 3rd Block",24510151-f3ec22ec-25f33e-1460114944,Jayanagar,Karnataka,NULL,NULL
5541,Yauatcha,1,560008,12.981994,77.625613,,1,0,NULL,NULL,NULL,NULL,"Level 5, 1 MG Mall Road",95c3f5a2-e7695e4b-17f32c-1460114944,"Central Bangalore",Karnataka,www.yauatcha.com,reservation.bengaluru@yauatchaindia.com
5542,"Yauatcha Terrace",1,560008,12.981994,77.625613,,1,0,NULL,NULL,NULL,NULL,"Level 6, 1 MG Mall Road",2ac45ce6-0a1cd102-0c6e52-1460114944,"Central Bangalore",Karnataka,www.yauatcha.com,reservation.bengaluru@yauatchaindia.com
5543,Tandoor,1,560037,12.956629,77.704682,,1,0,NULL,NULL,NULL,NULL,"28, Centenary Building, MG Road",f88ce07f-3d322022-9ff1a7-1460114944,"Central Bangalore",Karnataka,NULL,NULL
5544,"The Bungalow",1,560066,12.975496,77.729381,,1,0,NULL,NULL,NULL,NULL,"95, Vydehi Hospital",34e06c20-9fd459f0-9391fa-1460114944,Whitefield,Karnataka,www.thebungalows.in,fnb@thebungalows.in
5545,"Berry'd Alive",1,560008,12.967305,77.643309,"+91 96113 48003",1,0,NULL,NULL,NULL,NULL,"1079, 12th Main Road, HAL 2nd Stage",2ea12340-cbff3f31-ea227e-1460114945,Indiranagar,Karnataka,NULL,NULL
5546,"Berry'd Alive",1,560095,12.936915,77.640726,,1,0,NULL,NULL,NULL,NULL,"139, Terra Tree Service Apartments, 1st A Cross Rd, 5th block",c1cc6289-91e5b8dd-0ec553-1460114945,Koramangala,Karnataka,,
5547,"Berry'd Alive",1,560066,12.969807,77.749963,,1,0,NULL,NULL,NULL,NULL,"2nd Floor, Phoenix Market City",9fd7383a-fbffb2f6-be21ab-1460114945,Whitefield,Karnataka,NULL,NULL
5548,"Punjab Grill",1,560095,12.936915,77.640726,"080 40902161",1,0,NULL,NULL,NULL,NULL,"1, SJR Primus, Ground Floor",1bf68a63-d7f53604-acc886-1460114945,Koramangala,Karnataka,www.punjabgrill.in,customercare@lbf.co.in
5549,"Church Street Social",1,560001,12.975399,77.602986,,1,0,NULL,NULL,NULL,NULL,"46/1, Cobalt Building, Church Street",1e62c698-9c68608a-1b107f-1460114945,"Church Street",Karnataka,www.socialoffline.in,hello@socialoffline.in
5550,"Smally's Resto Cafe",1,560008,12.975104,77.604700,"080 88737737",1,0,NULL,NULL,NULL,NULL,"1A, Church Street",81c81f93-a3749821-e022d8-1460114946,"Church Street",Karnataka,www.smallysrestocafe.com,smallysrestocafe@gmail.com
5551,"Smally's Resto Cafe",1,560008,12.991276,77.619465,"080 88737737",1,0,NULL,NULL,NULL,NULL,"5/1, Skywalk, Assaye Road",cb1ebad8-a17d8074-db22e3-1460114946,Ulsoor,Karnataka,www.smallysrestocafe.com,smallysrestocafe@gmail.com
5552,"Smally's Resto Cafe",1,560008,12.981994,77.625613,"080 88737737",1,0,NULL,NULL,NULL,NULL,"8, Burlington Manor, Nehru Main Road",d65ca9e0-bd74c7d2-4b158f-1460114946,Kammanahalli,Karnataka,www.smallysrestocafe.com,smallysrestocafe@gmail.com
5553,Truffles,1,560095,12.936915,77.640726,,1,0,NULL,NULL,NULL,NULL,"28, 4th B Cross R, 5th Block",90571cd9-afb511e1-cc0867-1460114946,Koramangala,Karnataka,NULL,NULL
5554,Truffles,1,560094,13.022225,77.578420,,1,0,NULL,NULL,NULL,NULL,"84, 80 Feet Road, RMV 2nd Stage",8b1ba843-bff57195-23f233-1460114946,"New BEL Road",Karnataka,NULL,NULL
5555,Truffles,1,560001,12.971124,77.600900,,1,0,NULL,NULL,NULL,NULL,"22, St Marks Road",285fcaab-ac232b04-87c4ae-1460114946,"St Marks Road",Karnataka,NULL,NULL
5556,Onesta,1,560034,12.924812,77.633711,"080 69000302",1,0,NULL,NULL,NULL,NULL,"562, 8th Main, 4th Block",6366016d-0827ce13-ed611b-1460114947,Koramangala,Karnataka,www.onesta-onesta.com,NULL
5557,Onesta,1,560038,12.978301,77.637948,"080 69000302",1,0,NULL,NULL,NULL,NULL,"501, Binnamangala Ext, 1st Stage, C.M.H Road",40372d5d-aeba4bf6-9045f8-1460114947,Indiranagar,Karnataka,www.onesta-onesta.com,NULL
5558,"Big Brewsky",1,560035,12.904802,77.682107,"+91 8880075000",1,0,NULL,NULL,NULL,NULL,"Sarjapur Road, Behind MK Retail, Before WIPRO Corporate Office",1579d88c-727a2ca4-71b6a6-1460114947,"Sarjapur Road",Karnataka,www.bigbrewsky.com,
5559,"Vapour Pub & Brewery",1,560038,12.969367,77.641076,,1,0,NULL,NULL,NULL,NULL,"773, HAL 2nd Stage, 100 Feet Road",8d7987fc-4d5ab080-c34318-1460114947,Indiranagar,Karnataka,www.vapour.in,
5560,"AB's - Absolute Barbecues",1,560037,12.963242,77.701775,"+91 8880488809",1,0,NULL,NULL,NULL,NULL,"90/4,3rd Floor, Marathalli Outer Ring Road",476da233-6b6ebe29-a81555-1460114947,Marathahalli,Karnataka,www.absolute-barbecue.com,bookmytable.bgl1@absolute-barbecue.com
5561,"AB's - Absolute Barbecues",1,560076,12.907570,77.600426,"+91 8088922203",1,0,NULL,NULL,NULL,NULL,"CPR Tower, 100 ft Road, 1st Phase, 2nd Stage",796f62de-ca6ebfbe-3b812f-1460114948,"BTM Layout",Karnataka,www.absolute-barbecue.com,bookmytable.bgl1@absolute-barbecue.com
5562,"Lakeview Milkbar",1,560001,12.975914,77.603701,"080 40985220",1,0,NULL,NULL,NULL,NULL,"89, Kannan Building, MG Road",d9586365-99ed691a-b4aeec-1460114948,"MG Road",Karnataka,www.lakeviewmilkbar.com,
5563,"Lakeview Milkbar",1,560038,12.936689,77.626342,"080 25200443",1,0,NULL,NULL,NULL,NULL,"77, 100 Feet Rd, HAL 2nd Stage",f40b968c-76426f00-61cca5-1460114948,Indiranagar,Karnataka,www.lakeviewmilkbar.com,
5564,"Lakeview Milkbar",1,560095,12.938233,77.626175,"080 25715455",1,0,NULL,NULL,NULL,NULL,"80 Feet Road, 8th Block",b5d83432-c897938e-662b7d-1460114948,Koramangala,Karnataka,www.lakeviewmilkbar.com,
5565,"The Fat Fanny's Cafe",1,560095,12.936915,77.640726,"+91 9945475212",1,0,NULL,NULL,NULL,NULL,"V3 Trinity, 1020, 80 Feet Main Road, 1st Block",45e5f769-296aa7d7-27d138-1460114948,Koramangala,Karnataka,www.fatfannycafe.com,NULL
5567,"Mr. Beans - Home Cafe",1,560034,12.930697,77.622123,,1,0,IMG_7266.JPG,image/jpeg,1450822,"2016-05-16 07:52:51","100 Feet Road, Near BDA Complex, 3rd Block",79ccff99-6f51fed1-c94c46-1460139596,Koramangala,Karnataka,www.mrbeans.in,
5568,"Shree Sagar (CTR)",1,560003,13.001857,77.569332,,1,0,NULL,NULL,NULL,NULL,"7th Cross, Margosa Road",79536870-d1c16f1a-628ccc-1460139597,Malleswaram,Karnataka,NULL,NULL
5569,Skyye,1,560001,12.971132,77.597251,,1,0,NULL,NULL,NULL,NULL,"16th Floor, UB City, Vittal Mallya Road",f3535433-49211983-9b1b71-1460139597,"Lavelle Road",Karnataka,NULL,NULL
5570,"Urban Solace - Cafe for the Soul",1,560042,12.983786,77.617343,,1,0,NULL,NULL,NULL,NULL,"32, Annaswamy Mudaliar Road",16364a58-571132cc-63e755-1460139597,Ulsoor,Karnataka,NULL,NULL
5571,"Vidyarthi Bhavan",1,560004,12.945413,77.571292,,1,0,NULL,NULL,NULL,NULL,"32, Gandhi Bazaar, Near Gandhi Bazaar Circle,",1e23eda8-91e531d9-f62055-1460139597,Basavanagudi,Karnataka,NULL,NULL
5572,Mamagoto,1,560038,12.978346,77.640787,,1,0,NULL,NULL,NULL,NULL,"949, 12th Main, Ground Floor",e8b3f6f1-481b71c8-ed7840-1460139933,Indiranagar,Karnataka,NULL,NULL
5573,"Biriyani Zone",1,560066,12.961660,77.718159,,1,0,NULL,NULL,NULL,NULL,"5/3, BEML Layout",0d386bca-f6005d93-acc57b-1460139933,Brookefield,Karnataka,www.biriyanizone.com/_,NULL
5574,"Biriyani Zone",1,560037,12.978694,77.694532,,1,0,NULL,NULL,NULL,NULL,"92/5, Outer Ring Road",047d62e3-733460f9-afe27c-1460139933,Marathahalli,Karnataka,NULL,NULL
5575,"Biriyani Zone",1,560102,12.915932,77.638157,,1,0,NULL,NULL,NULL,NULL,"1548, 19th Main, Outer Ring Road",3794161d-edf56b05-b4f619-1460139933,"HSR Layout",Karnataka,NULL,NULL
5576,"Biriyani Zone",1,560067,12.996701,77.758197,,1,0,NULL,NULL,NULL,NULL,"87/2, GN Plaza, Opposite Sterling Villa Grand, Sigehall",c9e4f5d8-faaf1191-0a15bb-1460139933,Whitefield,Karnataka,NULL,NULL
5577,"Creme and Crust",1,560038,12.978346,77.640787,,1,0,NULL,NULL,NULL,NULL,"57, 100 Feet Road",b7496d15-1c5b0406-2c438a-1460139934,Indiranagar,Karnataka,NULL,NULL
5578,"Om Made Cafe",1,560095,12.936915,77.640726,,1,0,NULL,NULL,NULL,NULL,"136, Ever Green Park, Fourth Floor, 1st Cross",03431355-0edf98f5-db8a54-1460139934,Koramangala,Karnataka,ommadecafe.com/,NULL
5579,"Punjabi by Nature",1,560029,12.934257,77.604399,,1,0,NULL,NULL,NULL,NULL,"6, Krishna Nagar, Hosur Road, Near Forum Mall",e85a68de-790f3473-3ffe83-1460139934,Koramangala,Karnataka,NULL,NULL
5580,"Punjabi by Nature",1,560066,12.972538,77.717732,,1,0,NULL,NULL,NULL,NULL,"Ground Floor, Plot 12, EPIP, Whitefield Road",9eb2db9a-6cecfdfa-55e283-1460139934,Whitefield,Karnataka,NULL,NULL
5581,"Punjabi by Nature",1,560038,12.978346,77.640787,,1,0,NULL,NULL,NULL,NULL,"4031, HAL 2nd Stage, 100 Feet Road",d55c53b8-128deace-6bb391-1460139934,Indiranagar,Karnataka,NULL,NULL
5582,"Chakum Chukum Calcutta On A Roll",1,560038,12.967305,77.643309,,1,0,NULL,NULL,NULL,NULL,"901/2, 7th Main Road, 4th Cross, HAL 2nd Stage",03b112e0-302b1d18-12cfe9-1460139934,Indiranagar,Karnataka,NULL,NULL
5583,"Easy Tiger",1,560001,12.975739,77.602306,,1,0,NULL,NULL,NULL,NULL,"1/A, Church Street",8cd5a960-3b1d0b3d-3c1348-1460139935,"Church Street",Karnataka,NULL,NULL
5584,"Easy Tiger",1,560095,12.938233,77.626175,,1,0,NULL,NULL,NULL,NULL,"897/B, 80 Feet Peripheral Road, 6th Block",1d97ed78-59347480-5ef83b-1460139935,Koramangala,Karnataka,NULL,NULL
5585,"Happy Brew",1,560034,12.924812,77.633711,,1,0,NULL,NULL,NULL,NULL,"40, 4th P Cross, 5th Block",48e4973a-2bd9036b-9cdff3-1460139935,Koramangala,Karnataka,NULL,NULL
5587,"The Biere Club",1,560066,12.969807,77.749963,,1,0,NULL,NULL,NULL,NULL,"153, Biere Street, Behind Forum Value Mall",957fa684-3acfeecd-ae5037-1460139935,Whitefield,Karnataka,www.thebiereclub.com/,NULL
5588,Paradise,1,560038,12.734289,77.379198,,1,0,NULL,NULL,NULL,NULL,"484, Signature Square, CMH Road",c4552ab0-263ca7fe-3a0f74-1460139936,Indiranagar,Karnataka,NULL,NULL
5589,Paradise,1,560078,12.734289,77.379198,,1,0,NULL,NULL,NULL,NULL,"915, 24th Main Road, 2nd Phase",56664368-737a2219-96ecd6-1460139936,"JP Nagar",Karnataka,NULL,NULL
5590,Paradise,1,560034,12.933896,77.630185,,1,0,NULL,NULL,NULL,NULL,"11th Main, 80 feet Main Road, 4th Block",21718e53-6d15cd4b-cd5881-1460139936,Koramangala,Karnataka,NULL,NULL
5591,Paradise,1,560054,13.039290,77.563136,,1,0,NULL,NULL,NULL,NULL,"Vacuum House 1, Chikkamaranahalli",ddf4ec49-01ed2c21-efb34a-1460139936,"New BEL Road",Karnataka,NULL,NULL
5592,Paradise,1,560005,12.998524,77.615394,,1,0,NULL,NULL,NULL,NULL,"Al Noor, Mosque Road",7a410b29-969c929c-bd8ee5-1460139936,"Frazer Town",Karnataka,NULL,NULL
5593,"Nasi And Mee",1,560034,12.924812,77.633711,,1,0,NULL,NULL,NULL,NULL,"974, 80 Feet Road, 4th Block",628e8d27-2112627f-39ca36-1460139936,Koramangala,Karnataka,NULL,NULL
5594,Sattvam,1,560080,13.010303,77.579602,,1,0,NULL,NULL,NULL,NULL,"J.M Plaza, Opposite Shell Petrol Bunk",059cad4b-6c604c70-160074-1460139936,Sadashivanagar,Karnataka,NULL,NULL
5595,MishMash,1,560102,12.911862,77.644592,,1,0,NULL,NULL,NULL,NULL,"2321, 17th Cross, 27th Main Road, Sector 1",ab953daf-db9680f1-170fa4-1460139937,"HSR Layout",Karnataka,,
5596,Esplanade,1,560038,12.979058,77.636618,,1,0,NULL,NULL,NULL,NULL,"203, Double Road",d046a604-97ee4ff2-d5a1a3-1460139937,Indiranagar,Karnataka,NULL,NULL
5597,Esplanade,1,560103,12.929869,77.684837,,1,0,NULL,NULL,NULL,NULL,"Sai Durga Enclave, 833/1",fcbbfeb8-7f50d5a8-fdbb7f-1460139937,Bellandur,Karnataka,NULL,NULL
5598,Barleyz,1,560095,12.936915,77.640726,,1,0,NULL,NULL,NULL,NULL,"2/3, Sony World Junction, 80 Feet Road, 6th Block",9f1ca01b-58b966f8-bb8176-1460208993,Koramangala,Karnataka,www.barleyz.com,NULL
5599,"The Local - Terrace Drinkery",1,560095,12.936915,77.640726,,1,0,NULL,NULL,NULL,NULL,"467, 80 Feet Road, 6th Block",65163dc6-53adca6b-36e3c1-1460208993,Koramangala,Karnataka,NULL,NULL
5600,"Banjara Melting Pot",1,560095,12.936915,77.640726,,1,0,NULL,NULL,NULL,NULL,"32, 80 Feet road,  4th Block",f5d453df-53a35225-ccd850-1460208994,Koramangala,Karnataka,NULL,NULL
5601,"Banjara Melting Pot",1,560052,12.988666,77.593104,,1,0,NULL,NULL,NULL,NULL,"G 117-118, Prestige Centre Point",5016f82d-d0d11c9e-a660b5-1460208994,"Cunningham Road",Karnataka,NULL,NULL
5602,"Gilly's Restobar",1,560095,12.933141,77.614867,,1,0,NULL,NULL,NULL,NULL,"91, Jyothi Nivas College Road, 5th Block",a0b80859-c63d4a63-d0b71e-1460208994,Koramangala,Karnataka,NULL,NULL
5603,"Bite Me Cupcakes",1,560038,12.970550,77.641407,,1,0,NULL,NULL,NULL,NULL,"383, HAL 2nd Stage, 100 Feet Road",a81c352e-a5ad8a85-0f6d50-1460208994,Indiranagar,Karnataka,www.bitemecompany.com/,
5604,"Bite Me Cupcakes",1,560095,12.934702,77.627944,,1,0,NULL,NULL,NULL,NULL,"140/C, 15th Main Road, 4th Block",9d987260-46246eaa-7be297-1460208994,Koramangala,Karnataka,www.bitemecompany.com/,
5605,"Bite Me Cupcakes",1,560001,12.976594,77.599271,,1,0,NULL,NULL,NULL,NULL,"46/1 Cobalt Building",434959c4-b386b7c9-8cbf81-1460208994,"Church Street",Karnataka,www.bitemecompany.com/,
5606,"Mango Tree",1,560078,12.897862,77.584508,,1,0,NULL,NULL,NULL,NULL,"99/4, Nataraja Layout, 7th Phase",acef4ccb-84a53f96-57be86-1460208995,"JP Nagar",Karnataka,NULL,NULL
5608,"Berry'd Alive",1,560038,12.967305,77.643309,,1,0,NULL,NULL,NULL,NULL,"1079, 12th Main, HAL 2nd Stage",f10c7d53-288e1a88-2c8759-1460208995,Indiranagar,Karnataka,NULL,NULL
5609,"Berry'd Alive",1,560066,12.969807,77.749963,,1,0,NULL,NULL,NULL,NULL,"Second Floor, Phoenix Market City",8853d7cc-be4e777c-ce5e49-1460208995,Whitefield,Karnataka,NULL,NULL
5610,"Berry'd Alive",1,560001,12.975399,77.602986,,1,0,NULL,NULL,NULL,NULL,"46-1, Opposite Empire, Church Street",c4a017da-0ef38e8d-6fc48f-1460208995,"Church Street",Karnataka,,
5611,"Connie's Restaurant & Steakhouse",1,560084,13.015067,77.633127,,1,0,NULL,NULL,NULL,NULL,"305, Nehru Road",db4dad64-e0f04d83-e1dd53-1460208995,Kammanahalli,Karnataka,,
5612,"Smoke House Deli",1,560038,12.978346,77.640787,,1,0,NULL,NULL,NULL,NULL,"1209, 100 Feet Road",1498842f-faa0e07a-10d137-1460208996,Indiranagar,Karnataka,www.smokehousedeli.in/,NULL
5613,"Smoke House Deli",1,560001,12.734289,77.379198,,1,0,NULL,NULL,NULL,NULL,"52 & 53, Lavelle Road",5f08753e-e2c2dab6-4f3595-1460208996,"Ashok Nagar",Karnataka,www.smokehousedeli.in/,NULL
5614,"Buff Buffet Buff",1,560095,12.734289,77.379198,,1,0,NULL,NULL,NULL,NULL,"60, Jyothi Nivas College Road, 5th Block, Koramangala Industrial Layout",e75304db-1fb1abe6-89e1a5-1460208996,Koramangala,Karnataka,NULL,NULL
5615,"The Heat Mexican Cafe & Grill",1,560054,12.734289,77.379198,,1,0,NULL,NULL,NULL,NULL,"206, 2nd Floor, Dollars Colony",6b07eda8-05a6eb3e-f45b97-1460208996,"New BEL Road",Karnataka,www.theheatmexican.in/,NULL
5616,"Matteo Coffea",1,560001,12.975646,77.602275,,1,0,NULL,NULL,NULL,NULL,"2, Church Street",7edb37ab-7e631b63-c11e42-1460208996,"Church Street",Karnataka,www.matteocoffea.com/,
5617,"Matteo Coffea",1,560038,12.974507,77.645013,,1,0,NULL,NULL,NULL,NULL,"3rd Stage, Double Road",56fd4bad-392e5f4a-ea052b-1460208996,Indiranagar,Karnataka,www.matteocoffea.com/,
5618,"Don't Tell Mama - The Elite",1,560102,12.911862,77.644592,,1,0,NULL,NULL,NULL,NULL,"14, 13th Cross, 9th Main Road, Sector 6",9fd9b1f5-a10dc92f-73a56c-1460208996,"HSR Layout",Karnataka,NULL,NULL
5619,"Chulha Chauki Da Dhaba",1,560078,12.898773,77.576409,,1,0,NULL,NULL,NULL,NULL,"13, 7th Cross",671bd193-a04b235b-10c3f1-1460208996,"JP Nagar",Karnataka,NULL,NULL
5620,"Chulha Chauki Da Dhaba",1,560066,12.969807,77.749963,,1,0,NULL,NULL,NULL,NULL,"601, 3rd Floor, AECS Layout",7d8a07bd-480970bb-abda33-1460208997,Brookefield,Karnataka,NULL,NULL
5621,"Chulha Chauki Da Dhaba",1,560043,13.020627,77.647885,,1,0,NULL,NULL,NULL,NULL,"404, Masand Square",f2ba2f5b-795cb803-52450e-1460208997,"Kalyan Nagar",Karnataka,NULL,NULL
5622,"The Boozy Griffin",1,560095,12.933141,77.614867,,1,0,NULL,NULL,NULL,NULL,"1st A Cross Road, Jyothi Nivas College Road, 5th Block",e9dada7f-ed34bdfa-dc9ef8-1460208997,Koramangala,Karnataka,NULL,NULL
